timestamp,force_x,force_y,force_z,torque_x, torque_y, torque_z,tibia_x, tibia_y, tibia_z,tibia_qx, tibia_qy, tibia_qz, tibia_qw,femur_x, femur_y, femur_z,femur_qx, femur_qy, femur_qz, femur_qw,knee_x, knee_y, knee_z,knee_qx, knee_qy, knee_qz, knee_qw
161116.382115,-5.43731,2.26172,-2.22642,-3.45321,3.39277,-0.0693382,-0.00162992,0.556188,0.115952,0.955926,-0.0954339,0.252294,0.73172,-0.224853,0.698551,0.0830746,0.981801,0.0294703,-0.168216,0.128866,-0.0650086,0.499416,0.115952,0.955926,-0.0954339,0.252294,
161116.403058,-5.46346,2.30659,-2.2459,-3.46904,3.43214,-0.069336,-0.00150618,0.556513,0.116607,0.956092,-0.092751,0.252365,0.731775,-0.224945,0.698586,0.082509,0.981812,0.0290888,-0.168496,0.128924,-0.0645429,0.499553,0.116607,0.956092,-0.092751,0.252365,
161116.424125,-5.59895,2.30691,-2.27761,-3.53028,3.64193,-0.0693504,-0.00147886,0.556493,0.116475,0.956107,-0.0927741,0.252361,0.730625,-0.227033,0.700791,0.0465449,0.9811,0.0207769,-0.186666,0.128922,-0.0644734,0.499531,0.116475,0.956107,-0.0927741,0.252361,
161116.445191,-5.43802,2.29619,-2.21933,-3.42695,3.42731,-0.0693353,-0.00150582,0.556494,0.116547,0.956074,-0.0928615,0.252421,0.731741,-0.225104,0.698149,0.0816428,0.982166,0.0291772,-0.166832,0.128933,-0.0645446,0.499566,0.116547,0.956074,-0.0928615,0.252421,
161116.466228,-5.59826,2.32271,-2.27912,-3.56584,3.64586,-0.0693304,-0.00148683,0.556572,0.117071,0.9562,-0.0908703,0.252426,0.730567,-0.226998,0.70067,0.0459033,0.980966,0.0210738,-0.187493,0.128969,-0.0642854,0.499488,0.117071,0.9562,-0.0908703,0.252426,
161116.487222,-5.58622,2.42505,-2.29305,-3.59043,3.67555,-0.0693572,-0.00175307,0.557037,0.116512,0.957259,-0.0848008,0.250776,0.73055,-0.227008,0.700685,0.0459603,0.980994,0.0213908,-0.187301,0.129059,-0.0630552,0.498742,0.116512,0.957259,-0.0848008,0.250776,
161116.508167,-5.38965,2.32028,-2.22625,-3.44439,3.38957,-0.0693316,-0.00149189,0.556579,0.117012,0.956204,-0.0908968,0.252428,0.731861,-0.225016,0.698379,0.0840854,0.981681,0.029144,-0.168474,0.128973,-0.0642752,0.499497,0.117012,0.956204,-0.0908968,0.252428,
161116.529107,-5.40311,2.39015,-2.24221,-3.44562,3.43392,-0.0693523,-0.00174023,0.557038,0.116525,0.957265,-0.084816,0.250744,0.731663,-0.224777,0.698337,0.0843296,0.981959,0.030503,-0.166475,0.129058,-0.0630505,0.498732,0.116525,0.957265,-0.084816,0.250744,
161116.550437,-5.40265,2.31422,-2.21304,-3.41993,3.40815,-0.0693337,-0.00149065,0.556573,0.117086,0.956183,-0.0909217,0.252465,0.731691,-0.224811,0.698358,0.0843931,0.982193,0.0294166,-0.165258,0.128967,-0.0643052,0.499509,0.117086,0.956183,-0.0909217,0.252465,
161116.571478,-5.4135,2.41293,-2.24805,-3.47889,3.4439,-0.069374,-0.00178744,0.557059,0.116305,0.957335,-0.0840334,0.250841,0.731678,-0.224779,0.698339,0.0842254,0.981931,0.0303994,-0.166712,0.129105,-0.0628495,0.498727,0.116305,0.957335,-0.0840334,0.250841,
161116.592548,-5.35145,2.45065,-2.20928,-3.4488,3.40938,-0.0693538,-0.00175118,0.557033,0.116461,0.957275,-0.0847345,0.250763,0.731704,-0.224811,0.698357,0.0842531,0.98216,0.029338,-0.165535,0.129069,-0.063021,0.498728,0.116461,0.957275,-0.0847345,0.250763,
161116.613570,-5.62834,2.32732,-2.29138,-3.55914,3.6754,-0.0694338,-0.00148093,0.556808,0.116827,0.95674,-0.0911262,0.250392,0.73058,-0.227006,0.700718,0.0465169,0.981136,0.0204675,-0.186519,0.128626,-0.0642632,0.49888,0.116827,0.95674,-0.0911262,0.250392,
161116.634705,-5.62682,2.14176,-2.50128,-3.76527,3.52572,-0.0693553,-0.00174489,0.557041,0.116508,0.957279,-0.0847744,0.25071,0.729399,-0.227167,0.700191,0.045308,0.974607,0.025063,-0.217853,0.129054,-0.0630403,0.498717,0.116508,0.957279,-0.0847744,0.25071,
161116.655839,-5.3934,2.29985,-2.22274,-3.39517,3.41181,-0.0693354,-0.0014901,0.556582,0.11707,0.956208,-0.0909091,0.252381,0.731868,-0.224941,0.698298,0.0845345,0.982016,0.0283156,-0.166422,0.128957,-0.064297,0.499481,0.11707,0.956208,-0.0909091,0.252381,
161116.677032,-5.69559,2.08051,-2.51859,-3.77472,3.54236,-0.0693343,-0.00148715,0.55658,0.117108,0.956222,-0.0908474,0.252335,0.729362,-0.227107,0.700127,0.045623,0.97445,0.0230789,-0.218708,0.128951,-0.0642947,0.499455,0.117108,0.956222,-0.0908474,0.252335,
161116.697947,-5.43529,2.29821,-2.23566,-3.42037,3.42984,-0.0693349,-0.00149008,0.556576,0.117041,0.956201,-0.0908341,0.252449,0.731811,-0.22486,0.698133,0.0855351,0.982079,0.0294307,-0.165343,0.128972,-0.0642701,0.499497,0.117041,0.956201,-0.0908341,0.252449,
161116.718946,-5.66064,2.30291,-2.31211,-3.5555,3.68675,-0.06936,-0.00146497,0.556537,0.116781,0.956203,-0.0911452,0.252451,0.730548,-0.226999,0.700681,0.0459901,0.980995,0.0213072,-0.187294,0.128962,-0.0642186,0.499481,0.116781,0.956203,-0.0911452,0.252451,
161116.740128,-5.59715,2.0974,-2.45613,-3.78341,3.47312,-0.0693359,-0.00148692,0.556585,0.117103,0.956218,-0.0908371,0.252353,0.729361,-0.22709,0.700122,0.0450539,0.974463,0.0237325,-0.218699,0.128952,-0.0642905,0.499467,0.117103,0.956218,-0.0908371,0.252353,
161116.761216,-5.46433,2.31184,-2.27146,-3.45594,3.43213,-0.0693327,-0.0014905,0.556587,0.117053,0.956215,-0.0908166,0.252395,0.731809,-0.224968,0.698431,0.0842454,0.98144,0.0296636,-0.1697,0.128967,-0.0642712,0.499484,0.117053,0.956215,-0.0908166,0.252395,
161116.782295,-5.43124,2.28804,-2.23281,-3.42779,3.39822,-0.0693494,-0.00148117,0.556484,0.116497,0.95609,-0.09281,0.252403,0.731767,-0.224813,0.698123,0.0856156,0.981833,0.0304508,-0.166576,0.128924,-0.0644909,0.499543,0.116497,0.95609,-0.09281,0.252403,
161116.803328,-5.63389,2.30672,-2.29278,-3.58697,3.66989,-0.0693352,-0.00149017,0.556577,0.117093,0.9562,-0.0907695,0.252453,0.730559,-0.226995,0.700669,0.0458739,0.980979,0.0210405,-0.187436,0.128969,-0.0642749,0.499495,0.117093,0.9562,-0.0907695,0.252453,
161116.824388,-5.60838,2.36131,-2.27931,-3.57294,3.65987,-0.0693305,-0.0014957,0.556573,0.117049,0.956205,-0.0908466,0.252424,0.730582,-0.227011,0.700722,0.0465113,0.981135,0.0204905,-0.186521,0.128972,-0.0642814,0.499485,0.117049,0.956205,-0.0908466,0.252424,
161116.845454,-5.46762,2.32099,-2.24399,-3.43853,3.45295,-0.0693347,-0.00149413,0.556575,0.117059,0.956207,-0.0908366,0.252417,0.731696,-0.224812,0.69837,0.0844203,0.982175,0.0293542,-0.165359,0.128966,-0.0642814,0.499483,0.117059,0.956207,-0.0908366,0.252417,
161116.866490,-5.59314,2.35501,-2.27163,-3.56402,3.65078,-0.0694324,-0.00148213,0.556803,0.116887,0.956711,-0.0911512,0.250464,0.730579,-0.22701,0.700717,0.0464983,0.981129,0.0204258,-0.186563,0.128629,-0.0642904,0.498909,0.116887,0.956711,-0.0911512,0.250464,
161116.887420,-5.39498,2.30458,-2.23247,-3.39731,3.39998,-0.0693355,-0.00148742,0.556573,0.117084,0.956205,-0.0908426,0.252409,0.731772,-0.224618,0.698553,0.0864129,0.981851,0.0287682,-0.166357,0.128962,-0.0642848,0.499478,0.117084,0.956205,-0.0908426,0.252409,
161116.908405,-5.39413,2.32653,-2.22063,-3.44794,3.39595,-0.0693294,-0.00149126,0.556575,0.117051,0.956201,-0.0909068,0.252416,0.731771,-0.22494,0.698581,0.0824704,0.981814,0.0291459,-0.168494,0.128969,-0.0642906,0.499489,0.117051,0.956201,-0.0909068,0.252416,
161116.929548,-5.61879,2.34465,-2.28508,-3.56522,3.66934,-0.0694396,-0.00148435,0.556817,0.116807,0.956743,-0.0911007,0.250398,0.73058,-0.227012,0.700721,0.0464594,0.981131,0.0204573,-0.186562,0.128624,-0.0642538,0.498889,0.116807,0.956743,-0.0911007,0.250398,
161116.950687,-5.40946,2.32402,-2.21582,-3.4235,3.41227,-0.0693607,-0.00146011,0.556543,0.116818,0.956194,-0.0911612,0.252459,0.731708,-0.224812,0.69836,0.0842335,0.982179,0.0292529,-0.165449,0.128957,-0.0642305,0.499491,0.116818,0.956194,-0.0911612,0.252459,
161116.971807,-5.44287,2.30419,-2.24383,-3.44321,3.41793,-0.069336,-0.00149157,0.556567,0.117054,0.956194,-0.0909007,0.252445,0.73177,-0.224816,0.698124,0.0855975,0.981838,0.0304456,-0.166556,0.128966,-0.0642903,0.499492,0.117054,0.956194,-0.0909007,0.252445,
161116.992688,-5.61395,2.36026,-2.28466,-3.5722,3.65446,-0.0693333,-0.00149085,0.55658,0.117091,0.956212,-0.0908531,0.252376,0.73055,-0.227001,0.700686,0.0459471,0.980996,0.0213515,-0.187294,0.128958,-0.0642932,0.499473,0.117091,0.956212,-0.0908531,0.252376,
161117.013623,-5.64787,2.32955,-2.31155,-3.5186,3.69294,-0.0693351,-0.00149043,0.556576,0.117082,0.956211,-0.0908124,0.252401,0.730579,-0.227013,0.70072,0.0463931,0.981147,0.0203286,-0.186505,0.128962,-0.0642809,0.499476,0.117082,0.956211,-0.0908124,0.252401,
161117.034558,-5.45755,2.27175,-2.25732,-3.39584,3.44655,-0.0693341,-0.00149271,0.556571,0.117066,0.956206,-0.0909289,0.252386,0.731743,-0.224861,0.698493,0.0830387,0.981867,0.0293818,-0.167862,0.128958,-0.0643024,0.499473,0.117066,0.956206,-0.0909289,0.252386,
161117.055498,-5.45567,2.3033,-2.25672,-3.43936,3.4451,-0.0693374,-0.00149303,0.556573,0.117084,0.956206,-0.0908646,0.252399,0.731737,-0.224922,0.698675,0.0827733,0.981788,0.0286091,-0.16859,0.128958,-0.0642952,0.499477,0.117084,0.956206,-0.0908646,0.252399,
161117.076439,-5.62867,2.0767,-2.47523,-3.77302,3.4946,-0.0693301,-0.0014861,0.55658,0.117117,0.956206,-0.0909063,0.25237,0.729363,-0.2271,0.700122,0.0450158,0.97448,0.0237185,-0.218629,0.128956,-0.0643092,0.499475,0.117117,0.956206,-0.0909063,0.25237,
161117.097368,-5.62431,2.36712,-2.28863,-3.55997,3.67197,-0.0693373,-0.00149072,0.556578,0.117058,0.956203,-0.0908878,0.252415,0.730567,-0.227023,0.700729,0.0465027,0.981171,0.0205814,-0.186325,0.128961,-0.0642886,0.49949,0.117058,0.956203,-0.0908878,0.252415,
161117.118711,-5.61618,2.35807,-2.28241,-3.56876,3.66506,-0.0693384,-0.00149955,0.556508,0.116637,0.956099,-0.0926993,0.252343,0.731673,-0.224811,0.698565,0.0832164,0.981572,0.0301212,-0.169363,0.128918,-0.0645361,0.499535,0.116637,0.956099,-0.0926993,0.252343,
161117.140109,-5.39812,2.31225,-2.22457,-3.43666,3.39519,-0.0693356,-0.0014833,0.556582,0.117136,0.956209,-0.0909104,0.252346,0.731714,-0.224851,0.698549,0.0831757,0.981797,0.0295175,-0.168182,0.128945,-0.0643144,0.499467,0.117136,0.956209,-0.0909104,0.252346,
161117.161085,-5.46891,2.28445,-2.26124,-3.43825,3.42413,-0.0693374,-0.00150304,0.556517,0.116633,0.956098,-0.0925738,0.252397,0.731674,-0.224808,0.698564,0.0832851,0.981577,0.0301951,-0.169287,0.128931,-0.0645108,0.499556,0.116633,0.956098,-0.0925738,0.252397,
161117.182165,-5.4336,2.29743,-2.24517,-3.47136,3.42081,-0.0693362,-0.00149,0.556576,0.117071,0.956208,-0.0909588,0.252365,0.731861,-0.225017,0.698384,0.0840758,0.981688,0.0290586,-0.168453,0.128952,-0.064308,0.499473,0.117071,0.956208,-0.0909588,0.252365,
161117.203003,-5.56188,2.39442,-2.28325,-3.5462,3.67197,-0.0693581,-0.00175197,0.557031,0.116525,0.957274,-0.084763,0.250726,0.73054,-0.226977,0.700646,0.0468234,0.98125,0.0205672,-0.185828,0.129052,-0.0630509,0.498713,0.116525,0.957274,-0.084763,0.250726,
161117.224532,-5.40359,2.31701,-2.21215,-3.43511,3.40722,-0.0693613,-0.0014629,0.556541,0.116813,0.956182,-0.0912259,0.252484,0.731706,-0.224816,0.698355,0.0842152,0.982173,0.0292422,-0.165499,0.128958,-0.0642452,0.499506,0.116813,0.956182,-0.0912259,0.252484,
161117.245520,-5.40369,2.38726,-2.25691,-3.46653,3.42938,-0.0693535,-0.00174111,0.55705,0.116573,0.95727,-0.0848467,0.25069,0.731675,-0.224811,0.69857,0.0832326,0.981582,0.0300752,-0.169308,0.129043,-0.0630756,0.498724,0.116573,0.95727,-0.0848467,0.25069,
161117.266481,-5.64269,2.06104,-2.47755,-3.77679,3.49451,-0.0693315,-0.00149175,0.556579,0.117026,0.956205,-0.0908956,0.252418,0.729402,-0.227168,0.700197,0.0452817,0.974611,0.0251528,-0.217832,0.128971,-0.0642797,0.499492,0.117026,0.956205,-0.0908956,0.252418,
161117.287490,-5.4271,2.31809,-2.23642,-3.45209,3.41515,-0.0693364,-0.00148847,0.556573,0.117083,0.956201,-0.0908575,0.25242,0.73172,-0.224858,0.698545,0.083041,0.98181,0.0295192,-0.168175,0.128961,-0.0642887,0.499484,0.117083,0.956201,-0.0908575,0.25242,
161117.308459,-5.67074,2.37044,-2.30467,-3.60642,3.69977,-0.0693608,-0.00146126,0.556535,0.1168,0.956182,-0.0912136,0.252496,0.730579,-0.227011,0.700716,0.0464928,0.981133,0.0204031,-0.18655,0.128961,-0.0642363,0.499504,0.1168,0.956182,-0.0912136,0.252496,
161117.329401,-5.43865,2.2971,-2.23868,-3.38998,3.43138,-0.0693579,-0.00146925,0.556545,0.116733,0.956205,-0.0912181,0.252438,0.731786,-0.224855,0.69814,0.0857437,0.982086,0.0295906,-0.165163,0.128964,-0.0642217,0.499488,0.116733,0.956205,-0.0912181,0.252438,
161117.350341,-5.65213,2.34939,-2.30344,-3.56375,3.69137,-0.0693316,-0.00149567,0.55658,0.11706,0.956204,-0.0908951,0.252407,0.730577,-0.227012,0.700721,0.046438,0.981147,0.0204262,-0.186486,0.128966,-0.0642957,0.499488,0.11706,0.956204,-0.0908951,0.252407,
161117.371295,-5.642,2.35141,-2.29121,-3.55759,3.67107,-0.0693555,-0.00148638,0.556486,0.116466,0.956078,-0.0928541,0.252445,0.730569,-0.227019,0.700734,0.0465374,0.981166,0.0206919,-0.186331,0.128925,-0.0644941,0.499566,0.116466,0.956078,-0.0928541,0.252445,
161117.392216,-5.62286,2.34051,-2.29075,-3.572,3.66328,-0.0693366,-0.00149204,0.556582,0.11709,0.956211,-0.0908291,0.25239,0.730564,-0.226994,0.70067,0.0458442,0.980969,0.0210324,-0.187498,0.128958,-0.0642889,0.499478,0.11709,0.956211,-0.0908291,0.25239,
161117.413143,-5.57968,2.3545,-2.26334,-3.55923,3.6392,-0.0694639,-0.0014607,0.556761,0.116425,0.956717,-0.091531,0.250519,0.730567,-0.227021,0.700726,0.0465638,0.981164,0.0206002,-0.186347,0.128638,-0.0641855,0.498913,0.116425,0.956717,-0.091531,0.250519,
161117.434103,-5.45191,2.2954,-2.24313,-3.4156,3.44032,-0.0693618,-0.00146798,0.556538,0.116769,0.956185,-0.0911483,0.252521,0.731805,-0.224861,0.69813,0.0855543,0.982082,0.0295072,-0.165305,0.12897,-0.0642176,0.499511,0.116769,0.956185,-0.0911483,0.252521,
161117.455030,-5.61659,2.37406,-2.28288,-3.57571,3.66612,-0.0693343,-0.00149086,0.55658,0.117123,0.956198,-0.0908599,0.252413,0.730583,-0.227012,0.700723,0.0464556,0.981143,0.0204459,-0.1865,0.128958,-0.0643057,0.499489,0.117123,0.956198,-0.0908599,0.252413,
161117.476088,-5.65522,2.34685,-2.3079,-3.57155,3.68473,-0.0693374,-0.00149164,0.556575,0.117103,0.956204,-0.0908577,0.252398,0.730563,-0.226995,0.700669,0.0459059,0.980968,0.0211042,-0.187481,0.128956,-0.0642991,0.499478,0.117103,0.956204,-0.0908577,0.252398,
161117.497026,-5.41858,2.30399,-2.22607,-3.40138,3.41553,-0.0694655,-0.00145042,0.556771,0.116533,0.956711,-0.0915255,0.250495,0.731789,-0.224849,0.698133,0.0858234,0.982087,0.0296794,-0.165105,0.128622,-0.0642127,0.498915,0.116533,0.956711,-0.0915255,0.250495,
161117.517941,-5.40794,2.31516,-2.22159,-3.42907,3.39652,-0.0693331,-0.00148748,0.556583,0.117073,0.956212,-0.0908397,0.252391,0.731667,-0.224782,0.698336,0.0842876,0.981954,0.0305152,-0.166526,0.128963,-0.0642805,0.49948,0.117073,0.956212,-0.0908397,0.252391,
161117.538886,-5.59112,2.42426,-2.29726,-3.55494,3.6924,-0.0693576,-0.00175568,0.55703,0.116519,0.957265,-0.084727,0.250776,0.730539,-0.226983,0.700649,0.046868,0.981255,0.0205606,-0.185795,0.129061,-0.0630446,0.498731,0.116519,0.957265,-0.084727,0.250776,
161117.559889,-5.67945,2.35693,-2.31331,-3.58883,3.70888,-0.069337,-0.00149201,0.55658,0.117072,0.956213,-0.0908899,0.25237,0.73058,-0.22701,0.700719,0.0464839,0.981136,0.0203722,-0.186539,0.128954,-0.0642955,0.499473,0.117072,0.956213,-0.0908899,0.25237,
161117.580810,-5.56772,2.41901,-2.2807,-3.57695,3.67397,-0.0693588,-0.00175089,0.557037,0.116521,0.957278,-0.084718,0.250729,0.730542,-0.226982,0.700642,0.0468629,0.981247,0.0206205,-0.18583,0.129054,-0.0630387,0.498717,0.116521,0.957278,-0.084718,0.250729,
161117.601769,-5.6343,2.35224,-2.29482,-3.56709,3.67448,-0.0693572,-0.00146234,0.556546,0.116809,0.956206,-0.0912099,0.252403,0.730622,-0.227032,0.700791,0.0465033,0.981108,0.0207279,-0.186641,0.128953,-0.0642404,0.499475,0.116809,0.956206,-0.0912099,0.252403,
161117.622724,-5.57326,2.39335,-2.28222,-3.56964,3.66813,-0.0693386,-0.00149342,0.556569,0.117081,0.95618,-0.0909029,0.252486,0.731694,-0.224881,0.698681,0.0828776,0.981536,0.0295645,-0.169838,0.128966,-0.0643022,0.499512,0.117081,0.95618,-0.0909029,0.252486,
161117.643556,-5.38018,2.36368,-2.24066,-3.47007,3.40275,-0.0694102,-0.0016702,0.556968,0.116085,0.957113,-0.0863202,0.251013,0.731675,-0.224809,0.698563,0.0833106,0.981564,0.0301175,-0.169367,0.129015,-0.0631465,0.49889,0.116085,0.957113,-0.0863202,0.251013,
161117.664534,-5.41149,2.28071,-2.23578,-3.42932,3.41555,-0.0693626,-0.00146579,0.55654,0.116784,0.956189,-0.0911575,0.252495,0.731734,-0.224924,0.698666,0.0827617,0.981799,0.028566,-0.168541,0.128964,-0.0642228,0.499503,0.116784,0.956189,-0.0911575,0.252495,
161117.685511,-5.55523,2.43183,-2.2634,-3.62074,3.66166,-0.0693568,-0.00175783,0.557032,0.116511,0.957272,-0.0847182,0.250757,0.730529,-0.226985,0.700657,0.0469151,0.981278,0.020759,-0.185638,0.12906,-0.0630421,0.498723,0.116511,0.957272,-0.0847182,0.250757,
161117.706650,-5.43175,2.28198,-2.23614,-3.40994,3.442,-0.0693382,-0.00148915,0.556578,0.117099,0.956204,-0.0909137,0.252381,0.731769,-0.224896,0.698505,0.0831316,0.982107,0.0282889,-0.1666,0.128951,-0.0643075,0.499478,0.117099,0.956204,-0.0909137,0.252381,
161117.727640,-5.58478,2.39468,-2.29413,-3.56365,3.6853,-0.0693511,-0.00174898,0.55704,0.116523,0.957274,-0.0848194,0.250708,0.73057,-0.227022,0.700727,0.0464659,0.981167,0.0206124,-0.186355,0.129054,-0.0630596,0.498719,0.116523,0.957274,-0.0848194,0.250708,
161117.748559,-5.68533,2.3398,-2.31927,-3.57431,3.71461,-0.0693341,-0.00149092,0.556585,0.117085,0.95621,-0.0908135,0.2524,0.730579,-0.227006,0.700721,0.0464611,0.981144,0.0204091,-0.186499,0.128963,-0.0642823,0.499485,0.117085,0.95621,-0.0908135,0.2524,
161117.769472,-5.58518,2.39743,-2.29671,-3.55707,3.68631,-0.0693532,-0.00174274,0.557039,0.116579,0.957268,-0.0848588,0.250693,0.730576,-0.227011,0.700721,0.0464443,0.981144,0.0204575,-0.186499,0.129043,-0.0630818,0.498716,0.116579,0.957268,-0.0848588,0.250693,
161117.790395,-5.56955,2.36378,-2.28165,-3.56277,3.65912,-0.0694099,-0.00167637,0.55695,0.116104,0.957074,-0.0862094,0.251192,0.730529,-0.226966,0.700604,0.0462915,0.981081,0.0212528,-0.186775,0.129041,-0.0631344,0.49894,0.116104,0.957074,-0.0862094,0.251192,
161117.811372,-5.56409,2.3074,-2.25968,-3.54365,3.62965,-0.0693566,-0.00146363,0.556545,0.116813,0.956202,-0.0912268,0.25241,0.730563,-0.227014,0.700728,0.0465179,0.98117,0.0205106,-0.186335,0.128953,-0.0642468,0.499479,0.116813,0.956202,-0.0912268,0.25241,
161117.832297,-5.54371,2.41862,-2.27549,-3.55453,3.65902,-0.0693562,-0.00174443,0.557045,0.116522,0.957272,-0.0848098,0.250718,0.730579,-0.22701,0.700715,0.0464367,0.981143,0.0203792,-0.186514,0.129051,-0.0630525,0.498728,0.116522,0.957272,-0.0848098,0.250718,
161117.853173,-5.62608,2.35276,-2.28783,-3.59408,3.66175,-0.0693322,-0.00149038,0.55658,0.117071,0.956217,-0.0908654,0.252362,0.730566,-0.226995,0.700668,0.045925,0.98096,0.0211992,-0.187505,0.12896,-0.0642883,0.499467,0.117071,0.956217,-0.0908654,0.252362,
161117.874093,-5.39721,2.35007,-2.25983,-3.42821,3.44194,-0.0693595,-0.00175254,0.557033,0.116541,0.957272,-0.0847749,0.250724,0.731864,-0.225018,0.698385,0.084074,0.981668,0.0291084,-0.168557,0.129048,-0.0630598,0.498715,0.116541,0.957272,-0.0847749,0.250724,
161117.895013,-5.38318,2.40795,-2.23119,-3.45193,3.41707,-0.0693567,-0.00174489,0.557049,0.116514,0.957272,-0.0848814,0.250699,0.731663,-0.224779,0.698338,0.0843416,0.98194,0.030564,-0.166571,0.129046,-0.0630657,0.498729,0.116514,0.957272,-0.0848814,0.250699,
161117.915943,-5.61322,2.36367,-2.28261,-3.5658,3.66471,-0.0693344,-0.00149299,0.556579,0.117075,0.956209,-0.0908661,0.252392,0.730577,-0.227009,0.700723,0.0463963,0.981149,0.0204785,-0.186481,0.12896,-0.0642924,0.499479,0.117075,0.956209,-0.0908661,0.252392,
161117.936895,-5.34197,2.39965,-2.21073,-3.4522,3.4009,-0.0693558,-0.00175035,0.557043,0.116496,0.957281,-0.0848035,0.250701,0.731806,-0.224858,0.698133,0.0855763,0.982069,0.0294834,-0.165371,0.129052,-0.0630477,0.498718,0.116496,0.957281,-0.0848035,0.250701,
161117.957818,-5.6151,2.33324,-2.29348,-3.53937,3.65984,-0.0693351,-0.0014923,0.55658,0.11705,0.956214,-0.0908932,0.252376,0.73056,-0.226999,0.700666,0.045892,0.980972,0.0210495,-0.187467,0.128959,-0.0642888,0.499475,0.11705,0.956214,-0.0908932,0.252376,
161117.978750,-5.5216,2.38208,-2.2609,-3.56099,3.63247,-0.0693542,-0.00174631,0.557043,0.116513,0.957282,-0.084827,0.250681,0.730513,-0.226971,0.70061,0.0463389,0.981103,0.0214816,-0.186621,0.129048,-0.063055,0.498711,0.116513,0.957282,-0.084827,0.250681,
161117.999756,-5.57726,2.38695,-2.29954,-3.53614,3.67921,-0.0693524,-0.00174662,0.557042,0.116532,0.957277,-0.0848542,0.250681,0.730622,-0.227032,0.700789,0.046632,0.981091,0.0207057,-0.186698,0.129047,-0.0630679,0.498713,0.116532,0.957277,-0.0848542,0.250681,
161118.020667,-5.40655,2.27933,-2.23707,-3.40351,3.40827,-0.0693347,-0.00148965,0.556582,0.117089,0.956218,-0.090812,0.252368,0.73183,-0.224892,0.698296,0.0845477,0.98178,0.029289,-0.167637,0.128958,-0.0642824,0.499468,0.117089,0.956218,-0.090812,0.252368,
161118.041578,-5.57555,2.40046,-2.28312,-3.54856,3.66224,-0.0694054,-0.00165916,0.557355,0.116361,0.957808,-0.086913,0.248012,0.730528,-0.226964,0.700599,0.0463118,0.981077,0.0212852,-0.186786,0.128584,-0.0633803,0.498064,0.116361,0.957808,-0.086913,0.248012,
161118.062495,-5.62238,2.38709,-2.28097,-3.56697,3.67127,-0.0694364,-0.00148472,0.556799,0.11682,0.956721,-0.0910904,0.25048,0.730527,-0.226986,0.700654,0.0468745,0.98128,0.0207284,-0.185642,0.128637,-0.064256,0.498905,0.11682,0.956721,-0.0910904,0.25048,
161118.083423,-5.60333,2.41228,-2.30628,-3.57025,3.68984,-0.0693553,-0.00174963,0.55704,0.116533,0.957262,-0.0848443,0.250742,0.730547,-0.227002,0.700679,0.0459204,0.981006,0.0212258,-0.187267,0.129052,-0.0630691,0.498736,0.116533,0.957262,-0.0848443,0.250742,
161118.104336,-5.39295,2.30443,-2.21991,-3.42878,3.38379,-0.069333,-0.00149018,0.556583,0.117073,0.956202,-0.0909077,0.252403,0.731771,-0.22482,0.698132,0.0855771,0.981846,0.0304167,-0.166523,0.128962,-0.0642976,0.499492,0.117073,0.956202,-0.0909077,0.252403,
161118.125245,-5.41414,2.32111,-2.23665,-3.43611,3.4082,-0.0693312,-0.00149078,0.556577,0.117092,0.956208,-0.0909015,0.252373,0.731864,-0.224986,0.698397,0.0838342,0.981726,0.0291864,-0.16833,0.128958,-0.0643038,0.499472,0.117092,0.956208,-0.0909015,0.252373,
